Page Load Speed (ms),Time
298,2016-07-18 11:25:34
365,2016-07-18 11:25:40
390,2016-07-18 11:25:50
382,2016-07-18 11:26:03
771,2016-07-18 11:26:30
837,2016-07-18 11:26:30
444,2016-07-18 11:26:37
297,2016-07-18 11:26:51
359,2016-07-18 11:26:58
699,2016-07-18 11:30:03
1436,2016-07-18 11:30:41
1402,2016-07-18 11:30:41
1021,2016-07-18 11:31:49
1231,2016-07-18 11:31:49
1382,2016-07-18 11:32:34
1470,2016-07-18 11:32:34
1091,2016-07-18 11:32:41
1038,2016-07-18 11:33:28
1859,2016-07-18 11:33:36
2234,2016-07-18 11:33:36
2575,2016-07-18 11:34:07
1108,2016-07-18 11:34:12
620,2016-07-18 11:34:27
1066,2016-07-18 11:34:41
356,2016-07-18 11:35:00
192,2016-07-18 11:35:03
548,2016-07-18 11:35:05
958,2016-07-18 11:35:12
658,2016-07-18 11:35:46
1936,2016-07-18 11:36:20
608,2016-07-18 11:37:06
346,2016-07-18 11:37:06
2349,2016-07-18 11:37:51
545,2016-07-18 11:38:25
743,2016-07-18 11:38:42
877,2016-07-18 11:39:11
553,2016-07-18 11:39:45
563,2016-07-18 11:39:46
1153,2016-07-18 11:40:28
621,2016-07-18 11:40:59
611,2016-07-18 11:41:13
611,2016-07-18 11:41:13
563,2016-07-18 11:41:30
3251,2016-07-18 11:42:03
1528,2016-07-18 11:42:27
3571,2016-07-18 11:42:46
6146,2016-07-18 11:42:46
887,2016-07-18 11:42:52
678,2016-07-18 11:43:18
1400,2016-07-18 11:43:35
1674,2016-07-18 11:43:54
2024,2016-07-18 11:44:01
1366,2016-07-18 11:44:39
518,2016-07-18 11:46:05
788,2016-07-18 11:46:07
1035,2016-07-18 11:46:22
606,2016-07-18 11:46:32
8612,2016-07-18 11:46:43
814,2016-07-18 11:47:43
303,2016-07-18 11:47:46
545,2016-07-18 11:48:09
292,2016-07-18 11:48:10
559,2016-07-18 11:48:27
481,2016-07-18 11:48:30
294,2016-07-18 11:48:34
3439,2016-07-18 11:49:00
1141,2016-07-18 11:49:01
999,2016-07-18 11:49:03
602,2016-07-18 11:49:56
542,2016-07-18 11:49:56
580,2016-07-18 11:50:05
653,2016-07-18 11:50:13
649,2016-07-18 11:50:13
569,2016-07-18 11:50:30
573,2016-07-18 11:50:30
291,2016-07-18 11:50:32
357,2016-07-18 11:50:37
383,2016-07-18 11:50:39
546,2016-07-18 11:50:49
564,2016-07-18 11:50:49
539,2016-07-18 11:51:05
553,2016-07-18 11:51:06
319,2016-07-18 11:51:12
555,2016-07-18 11:51:36
539,2016-07-18 11:51:37
445,2016-07-18 11:51:41
571,2016-07-18 11:52:06
542,2016-07-18 11:52:07
291,2016-07-18 11:52:12
389,2016-07-18 12:04:05
584,2016-07-18 12:10:06
396,2016-07-18 12:10:30
459,2016-07-18 12:12:37
432,2016-07-18 12:14:39
475,2016-07-18 12:14:40
546,2016-07-18 12:15:55
471,2016-07-18 12:15:57
299,2016-07-18 12:16:02
355,2016-07-18 12:16:08
593,2016-07-18 12:16:10
460,2016-07-18 12:16:18
503,2016-07-18 12:16:27
601,2016-07-18 12:19:50
601,2016-07-18 12:19:50
397,2016-07-18 12:20:08
433,2016-07-18 12:20:37
393,2016-07-18 12:20:43
408,2016-07-18 12:20:43
408,2016-07-18 12:21:07
1358,2016-07-18 12:28:35
1351,2016-07-18 12:28:36
361,2016-07-18 12:29:51
361,2016-07-18 12:29:52
617,2016-07-18 12:31:19
614,2016-07-18 12:31:19
255,2016-07-18 12:31:22
496,2016-07-18 12:32:00
318,2016-07-18 12:32:03
274,2016-07-18 12:32:07
402,2016-07-18 12:35:07
408,2016-07-18 12:35:07
400,2016-07-18 12:38:06
400,2016-07-18 12:38:06
555,2016-07-18 12:38:22
452,2016-07-18 12:47:47
386,2016-07-18 12:47:48
596,2016-07-18 12:48:03
610,2016-07-18 12:48:03
585,2016-07-18 12:48:44
377,2016-07-18 12:48:44
694,2016-07-18 12:51:27
491,2016-07-18 12:51:27
655,2016-07-18 12:51:32
2851,2016-07-18 12:51:56
2952,2016-07-18 12:51:56
883,2016-07-18 12:55:56
2189,2016-07-18 12:56:24
429,2016-07-18 12:56:29
495,2016-07-18 12:56:42
353,2016-07-18 12:56:47
452,2016-07-18 12:57:43
584,2016-07-18 12:57:49
665,2016-07-18 12:59:00
1882,2016-07-18 12:59:01
547,2016-07-18 12:59:56
689,2016-07-18 13:00:59
906,2016-07-18 13:00:59
904,2016-07-18 13:00:59
562,2016-07-18 13:00:59
1189,2016-07-18 13:01:53
1220,2016-07-18 13:01:53
611,2016-07-18 13:05:17
659,2016-07-18 13:05:17
669,2016-07-18 13:05:20
431,2016-07-18 13:05:21
1191,2016-07-18 13:06:19
1258,2016-07-18 13:06:20
1899,2016-07-18 13:06:47
1981,2016-07-18 13:07:10
2189,2016-07-18 13:07:10
1114,2016-07-18 13:07:25
611,2016-07-18 13:08:18
656,2016-07-18 13:08:18
616,2016-07-18 13:08:39
396,2016-07-18 13:08:40
607,2016-07-18 13:09:14
610,2016-07-18 13:09:14
649,2016-07-18 13:10:21
662,2016-07-18 13:10:21
401,2016-07-18 13:10:43
3212,2016-07-18 13:11:38
3200,2016-07-18 13:11:38
685,2016-07-18 13:12:32
726,2016-07-18 13:12:32
576,2016-07-18 13:13:39
618,2016-07-18 13:14:16
413,2016-07-18 13:14:16
623,2016-07-18 13:14:47
629,2016-07-18 13:14:47
689,2016-07-18 13:15:50
685,2016-07-18 13:15:50
454,2016-07-18 13:16:52
456,2016-07-18 13:16:52
612,2016-07-18 13:17:53
398,2016-07-18 13:17:53
614,2016-07-18 13:17:56
611,2016-07-18 13:17:56
625,2016-07-18 13:18:24
421,2016-07-18 13:18:24
547,2016-07-18 13:18:41
1267,2016-07-18 13:20:19
368,2016-07-18 13:20:20
623,2016-07-18 13:20:46
617,2016-07-18 13:20:46
417,2016-07-18 13:21:34
407,2016-07-18 13:21:34
2968,2016-07-18 13:22:34
604,2016-07-18 13:23:29
659,2016-07-18 13:23:29
618,2016-07-18 13:25:15
668,2016-07-18 13:25:15
1375,2016-07-18 13:26:34
637,2016-07-18 13:28:02
700,2016-07-18 13:28:03
259,2016-07-18 13:28:06
294,2016-07-18 13:28:08
449,2016-07-18 13:28:18
893,2016-07-18 13:35:10
538,2016-07-18 13:35:41
353,2016-07-18 13:36:50
876,2016-07-18 13:37:00
1945,2016-07-18 13:37:00
355,2016-07-18 13:37:02
1078,2016-07-18 13:37:31
635,2016-07-18 13:44:58
607,2016-07-18 13:53:41
540,2016-07-18 13:53:41
840,2016-07-18 13:58:16
656,2016-07-18 13:58:19
356,2016-07-18 13:58:24
322,2016-07-18 13:59:03
398,2016-07-18 13:59:11
587,2016-07-18 13:59:47
432,2016-07-18 14:02:06
601,2016-07-18 14:04:21
603,2016-07-18 14:04:21
540,2016-07-18 14:04:28
466,2016-07-18 14:04:30
362,2016-07-18 14:04:37
2414,2016-07-18 14:05:36
2667,2016-07-18 14:05:36
481,2016-07-18 14:06:06
1624,2016-07-18 14:07:21
1637,2016-07-18 14:07:21
708,2016-07-18 14:07:58
645,2016-07-18 14:10:16
2142,2016-07-18 14:10:54
2376,2016-07-18 14:10:54
982,2016-07-18 14:11:08
1332,2016-07-18 14:11:37
1385,2016-07-18 14:11:37
3434,2016-07-18 14:11:50
848,2016-07-18 14:12:25
901,2016-07-18 14:12:25
1761,2016-07-18 14:13:20
2486,2016-07-18 14:13:21
1085,2016-07-18 14:14:27
1094,2016-07-18 14:14:27
605,2016-07-18 14:17:20
659,2016-07-18 14:17:20
437,2016-07-18 14:19:50
472,2016-07-18 14:19:50
593,2016-07-18 14:21:14
605,2016-07-18 14:21:14
638,2016-07-18 14:33:17
638,2016-07-18 14:33:17
326,2016-07-18 14:33:23
607,2016-07-18 14:34:16
617,2016-07-18 14:34:16
684,2016-07-18 14:39:37
608,2016-07-18 14:45:46
588,2016-07-18 15:14:07
376,2016-07-18 15:14:07
446,2016-07-18 15:15:23
360,2016-07-18 15:15:24
310,2016-07-18 15:15:27
1229,2016-07-18 15:16:31
748,2016-07-18 15:21:54
780,2016-07-18 15:21:54
388,2016-07-18 15:23:26
482,2016-07-18 15:23:29
291,2016-07-18 15:23:33
474,2016-07-18 15:24:07
918,2016-07-18 15:24:28
2214,2016-07-18 15:27:02
493,2016-07-18 15:28:36
640,2016-07-18 15:30:21
183,2016-07-18 15:31:41
545,2016-07-18 15:32:13
364,2016-07-18 15:32:17
633,2016-07-18 15:41:42
644,2016-07-18 15:43:07
441,2016-07-18 15:45:15
1275,2016-07-18 15:46:21
453,2016-07-18 15:51:59
584,2016-07-18 15:52:25
551,2016-07-18 15:55:07
382,2016-07-18 15:59:09
579,2016-07-18 15:59:14
419,2016-07-18 16:03:05
561,2016-07-18 16:03:09
581,2016-07-18 16:03:47
600,2016-07-18 16:16:41
660,2016-07-18 16:25:24
541,2016-07-18 16:25:24
441,2016-07-18 16:25:26
465,2016-07-18 16:25:27
261,2016-07-18 16:25:37
291,2016-07-18 16:25:40
403,2016-07-18 16:26:03
676,2016-07-18 16:26:08
513,2016-07-18 16:26:12
517,2016-07-18 16:26:51
713,2016-07-18 16:27:06
600,2016-07-18 16:33:09
529,2016-07-18 16:37:13
281,2016-07-18 16:37:15
562,2016-07-18 16:38:58
634,2016-07-18 16:44:44
598,2016-07-18 16:49:51
385,2016-07-18 16:53:31
410,2016-07-18 16:53:31
332,2016-07-18 16:53:34
663,2016-07-18 16:55:44
583,2016-07-18 16:56:00
391,2016-07-18 16:59:57
758,2016-07-19 06:56:59
756,2016-07-19 06:56:59
659,2016-07-19 06:58:02
608,2016-07-19 06:59:58
680,2016-07-19 06:59:58
1628,2016-07-19 07:01:15
1727,2016-07-19 07:01:15
593,2016-07-19 07:04:45
540,2016-07-19 07:07:45
553,2016-07-19 07:08:49
537,2016-07-19 07:12:27
611,2016-07-19 07:16:29
609,2016-07-19 07:16:29
484,2016-07-19 07:17:18
604,2016-07-19 07:25:35
602,2016-07-19 07:25:35
575,2016-07-19 07:26:23
613,2016-07-19 07:30:55
666,2016-07-19 07:30:55
926,2016-07-19 07:32:06
413,2016-07-19 07:35:26
455,2016-07-19 07:35:26
440,2016-07-19 07:35:31
598,2016-07-19 07:40:17
595,2016-07-19 07:40:17
1142,2016-07-19 07:42:41
621,2016-07-19 07:54:08
640,2016-07-19 07:54:09
444,2016-07-19 07:55:23
551,2016-07-19 08:01:30
441,2016-07-19 08:02:43
625,2016-07-19 08:05:29
595,2016-07-19 08:08:02
604,2016-07-19 08:08:02
942,2016-07-19 08:11:22
596,2016-07-19 08:14:47
603,2016-07-19 08:17:07
669,2016-07-19 08:29:48
529,2016-07-19 08:29:51
619,2016-07-19 08:30:29
808,2016-07-19 08:33:02
1343,2016-07-19 08:36:00
1348,2016-07-19 08:36:00
591,2016-07-19 08:36:17
596,2016-07-19 08:36:17
570,2016-07-19 08:37:14
702,2016-07-19 08:37:30
423,2016-07-19 08:45:13
629,2016-07-19 08:47:12
629,2016-07-19 08:47:12
602,2016-07-19 08:48:38
612,2016-07-19 08:48:38
510,2016-07-19 08:48:44
445,2016-07-19 08:49:30
476,2016-07-19 08:49:54
617,2016-07-19 08:53:16
659,2016-07-19 08:53:16
394,2016-07-19 08:54:05
453,2016-07-19 08:54:05
246,2016-07-19 08:54:09
507,2016-07-19 08:55:50
511,2016-07-19 08:55:50
572,2016-07-19 08:55:57
454,2016-07-19 08:56:58
1756,2016-07-19 08:57:32
610,2016-07-19 08:58:38
707,2016-07-19 08:58:38
580,2016-07-19 08:59:51
599,2016-07-19 08:59:53
603,2016-07-19 08:59:53
601,2016-07-19 09:00:53
604,2016-07-19 09:00:53
599,2016-07-19 09:01:29
603,2016-07-19 09:01:29
615,2016-07-19 09:02:08
617,2016-07-19 09:02:08
587,2016-07-19 09:02:19
397,2016-07-19 09:02:57
392,2016-07-19 09:02:57
588,2016-07-19 09:04:06
627,2016-07-19 09:04:21
634,2016-07-19 09:04:21
581,2016-07-19 09:06:12
577,2016-07-19 09:08:02
587,2016-07-19 09:09:36
401,2016-07-19 09:10:33
410,2016-07-19 09:10:33
1236,2016-07-19 09:14:37
1285,2016-07-19 09:14:37
414,2016-07-19 09:16:00
408,2016-07-19 09:16:00
446,2016-07-19 09:18:33
365,2016-07-19 09:18:33
627,2016-07-19 09:21:35
574,2016-07-19 09:21:37
581,2016-07-19 09:22:49
363,2016-07-19 09:23:48
582,2016-07-19 09:23:59
1142,2016-07-19 09:23:59
776,2016-07-19 09:24:17
823,2016-07-19 09:24:33
2649,2016-07-19 09:24:53
597,2016-07-19 09:25:22
327,2016-07-19 09:25:26
369,2016-07-19 09:25:54
577,2016-07-19 09:26:15
587,2016-07-19 09:27:07
576,2016-07-19 09:29:45
580,2016-07-19 09:32:27
580,2016-07-19 09:34:13
1557,2016-07-19 09:35:52
2426,2016-07-19 09:35:53
380,2016-07-19 09:36:09
545,2016-07-19 09:36:09
551,2016-07-19 09:36:41
536,2016-07-19 09:37:41
485,2016-07-19 09:39:23
275,2016-07-19 09:39:38
304,2016-07-19 09:39:42
275,2016-07-19 09:40:22
567,2016-07-19 09:40:32
594,2016-07-19 09:41:03
600,2016-07-19 09:41:03
568,2016-07-19 09:41:26
642,2016-07-19 09:43:34
684,2016-07-19 09:43:35
683,2016-07-19 09:43:35
312,2016-07-19 09:56:05
690,2016-07-19 09:59:57
711,2016-07-19 10:03:38
432,2016-07-19 10:06:19
413,2016-07-19 10:06:23
248,2016-07-19 10:06:28
284,2016-07-19 10:06:34
579,2016-07-19 10:07:08
585,2016-07-19 10:11:08
624,2016-07-19 10:11:48
540,2016-07-19 10:14:08
448,2016-07-19 10:14:41
606,2016-07-19 10:15:06
579,2016-07-19 10:15:57
451,2016-07-19 10:16:11
571,2016-07-19 10:16:12
606,2016-07-19 10:16:31
529,2016-07-19 10:16:34
575,2016-07-19 10:16:51
1802,2016-07-19 10:17:56
688,2016-07-19 10:18:33
256,2016-07-19 10:18:37
507,2016-07-19 10:18:39
269,2016-07-19 10:18:41
330,2016-07-19 10:19:14
268,2016-07-19 10:19:14
1094,2016-07-19 10:19:34
467,2016-07-19 10:20:27
927,2016-07-19 10:20:50
1597,2016-07-19 10:21:05
1128,2016-07-19 10:21:23
746,2016-07-19 10:21:48
589,2016-07-19 10:23:34
674,2016-07-19 10:24:15
611,2016-07-19 10:24:37
528,2016-07-19 10:24:38
356,2016-07-19 10:24:49
554,2016-07-19 10:26:24
881,2016-07-19 10:27:23
1472,2016-07-19 10:28:55
637,2016-07-19 10:30:13
439,2016-07-19 10:31:04
798,2016-07-19 10:31:22
781,2016-07-19 10:32:39
841,2016-07-19 10:33:51
767,2016-07-19 10:34:13
2367,2016-07-19 10:36:12
1461,2016-07-19 10:37:58
641,2016-07-19 10:40:35
382,2016-07-19 10:41:42
265,2016-07-19 10:41:46
594,2016-07-19 10:44:29
600,2016-07-19 10:47:36
581,2016-07-19 10:49:07
584,2016-07-19 10:49:58
589,2016-07-19 10:51:22
562,2016-07-19 10:51:22
312,2016-07-19 10:51:24
591,2016-07-19 10:51:54
572,2016-07-19 10:53:03
643,2016-07-19 10:54:52
266,2016-07-19 10:55:46
390,2016-07-19 10:56:30
588,2016-07-19 10:59:36
597,2016-07-19 11:00:51
699,2016-07-19 11:03:18
749,2016-07-19 11:03:18
701,2016-07-19 11:03:43
798,2016-07-19 11:03:43
590,2016-07-19 11:03:45
910,2016-07-19 11:03:48
371,2016-07-19 11:03:51
424,2016-07-19 11:03:54
469,2016-07-19 11:04:36
1556,2016-07-19 11:06:06
1132,2016-07-19 11:06:57
2380,2016-07-19 11:07:14
1755,2016-07-19 11:08:54
648,2016-07-19 11:10:29
284,2016-07-19 11:10:40
319,2016-07-19 11:10:42
668,2016-07-19 11:12:39
567,2016-07-19 11:15:14
765,2016-07-19 11:17:27
1290,2016-07-19 11:18:38
1038,2016-07-19 11:18:40
447,2016-07-19 11:19:47
380,2016-07-19 11:19:47
636,2016-07-19 11:20:28
914,2016-07-19 11:20:39
1522,2016-07-19 11:20:45
742,2016-07-19 11:20:48
1245,2016-07-19 11:20:52
908,2016-07-19 11:20:54
480,2016-07-19 11:20:57
821,2016-07-19 11:21:51
682,2016-07-19 11:21:53
882,2016-07-19 11:22:17
889,2016-07-19 11:22:17
502,2016-07-19 11:22:25
557,2016-07-19 11:22:46
574,2016-07-19 11:22:58
651,2016-07-19 11:23:49
607,2016-07-19 11:24:37
611,2016-07-19 11:24:37
591,2016-07-19 11:24:42
457,2016-07-19 11:24:42
633,2016-07-19 11:26:14
838,2016-07-19 11:27:12
601,2016-07-19 11:28:34
585,2016-07-19 11:29:44
495,2016-07-19 11:29:58
600,2016-07-19 11:31:07
2282,2016-07-19 11:31:46
1491,2016-07-19 11:31:51
1651,2016-07-19 11:31:54
655,2016-07-19 11:32:46
604,2016-07-19 11:33:16
747,2016-07-19 11:33:27
1842,2016-07-19 11:33:31
260,2016-07-19 11:34:21
293,2016-07-19 11:34:22
894,2016-07-19 11:34:48
3199,2016-07-19 11:34:53
1733,2016-07-19 11:35:01
647,2016-07-19 11:35:28
544,2016-07-19 11:35:56
446,2016-07-19 11:35:58
1875,2016-07-19 11:36:30
1027,2016-07-19 11:36:34
1315,2016-07-19 11:36:36
1806,2016-07-19 11:36:41
1548,2016-07-19 11:37:40
297,2016-07-19 11:37:49
560,2016-07-19 11:38:39
542,2016-07-19 11:39:20
442,2016-07-19 11:39:23
294,2016-07-19 11:39:26
564,2016-07-19 11:39:49
929,2016-07-19 11:39:51
2339,2016-07-19 11:40:28
514,2016-07-19 11:40:30
484,2016-07-19 11:40:31
514,2016-07-19 11:40:33
478,2016-07-19 11:40:44
537,2016-07-19 11:40:56
295,2016-07-19 11:40:58
593,2016-07-19 11:41:18
651,2016-07-19 11:42:46
582,2016-07-19 11:43:19
906,2016-07-19 11:43:41
599,2016-07-19 11:44:19
642,2016-07-19 11:44:19
464,2016-07-19 11:44:27
527,2016-07-19 11:45:33
1469,2016-07-19 11:45:51
1816,2016-07-19 11:45:55
1350,2016-07-19 11:45:59
459,2016-07-19 11:46:17
429,2016-07-19 11:46:24
244,2016-07-19 11:46:26
540,2016-07-19 11:46:47
258,2016-07-19 11:46:53
549,2016-07-19 11:47:20
562,2016-07-19 11:47:23
292,2016-07-19 11:47:24
882,2016-07-19 11:47:46
1769,2016-07-19 11:47:48
830,2016-07-19 11:47:51
708,2016-07-19 11:48:18
505,2016-07-19 11:48:21
560,2016-07-19 11:48:50
256,2016-07-19 11:48:57
390,2016-07-19 11:49:12
1542,2016-07-19 11:49:22
1450,2016-07-19 11:49:22
1985,2016-07-19 11:49:28
659,2016-07-19 11:49:34
635,2016-07-19 11:50:27
295,2016-07-19 11:50:30
703,2016-07-19 11:51:03
1705,2016-07-19 11:51:07
1109,2016-07-19 11:51:13
1961,2016-07-19 11:51:16
1215,2016-07-19 11:51:29
1035,2016-07-19 11:51:49
558,2016-07-19 11:51:53
1044,2016-07-19 11:54:18
470,2016-07-19 11:58:06
993,2016-07-19 11:58:27
687,2016-07-19 11:59:20
1796,2016-07-19 12:00:32
1327,2016-07-19 12:03:42
683,2016-07-19 12:07:33
1743,2016-07-19 12:08:10
462,2016-07-19 12:08:17
721,2016-07-19 12:08:52
335,2016-07-19 12:08:55
1960,2016-07-19 12:09:05
1964,2016-07-19 12:09:05
608,2016-07-19 12:12:00
656,2016-07-19 12:12:00
442,2016-07-19 12:12:05
541,2016-07-19 12:12:26
319,2016-07-19 12:12:35
507,2016-07-19 12:13:42
412,2016-07-19 12:14:35
659,2016-07-19 12:14:35
1167,2016-07-19 12:15:19
1027,2016-07-19 12:18:12
1239,2016-07-19 12:18:12
370,2016-07-19 12:18:45
1668,2016-07-19 12:26:18
643,2016-07-19 12:28:23
653,2016-07-19 12:28:23
415,2016-07-19 12:31:24
556,2016-07-19 12:31:33
357,2016-07-19 12:31:33
444,2016-07-19 12:40:45
1311,2016-07-19 12:40:47
605,2016-07-19 12:41:38
608,2016-07-19 12:41:38
445,2016-07-19 12:41:51
1942,2016-07-19 12:43:33
2359,2016-07-19 12:46:50
963,2016-07-19 12:47:38
866,2016-07-19 12:50:28
1115,2016-07-19 12:50:28
658,2016-07-19 12:51:03
3422,2016-07-19 12:54:20
639,2016-07-19 12:54:39
801,2016-07-19 12:54:49
682,2016-07-19 12:54:56
612,2016-07-19 12:59:11
693,2016-07-19 12:59:11
388,2016-07-19 12:59:21
370,2016-07-19 12:59:21
611,2016-07-19 12:59:34
620,2016-07-19 12:59:34
795,2016-07-19 13:02:32
531,2016-07-19 13:02:35
340,2016-07-19 13:03:17
665,2016-07-19 13:03:24
684,2016-07-19 13:04:46
676,2016-07-19 13:04:48
672,2016-07-19 13:04:48
526,2016-07-19 13:04:50
366,2016-07-19 13:04:51
301,2016-07-19 13:04:53
469,2016-07-19 13:04:57
328,2016-07-19 13:04:59
571,2016-07-19 13:05:01
357,2016-07-19 13:05:02
355,2016-07-19 13:05:02
779,2016-07-19 13:06:00
478,2016-07-19 13:06:31
325,2016-07-19 13:07:12
763,2016-07-19 13:07:36
1467,2016-07-19 13:08:16
1212,2016-07-19 13:09:36
615,2016-07-19 13:09:39
512,2016-07-19 13:09:39
280,2016-07-19 13:09:51
329,2016-07-19 13:11:34
375,2016-07-19 13:12:19
2615,2016-07-19 13:12:23
1256,2016-07-19 13:12:34
426,2016-07-19 13:13:05
358,2016-07-19 13:13:05
386,2016-07-19 13:13:32
439,2016-07-19 13:13:35
496,2016-07-19 13:13:45
706,2016-07-19 13:14:11
1037,2016-07-19 13:14:26
928,2016-07-19 13:14:38
448,2016-07-19 13:16:33
355,2016-07-19 13:16:56
910,2016-07-19 13:16:59
808,2016-07-19 13:17:06
842,2016-07-19 13:17:10
645,2016-07-19 13:18:04
1963,2016-07-19 13:18:17
1481,2016-07-19 13:18:22
807,2016-07-19 13:18:39
477,2016-07-19 13:18:48
459,2016-07-19 13:19:39
376,2016-07-19 13:19:42
661,2016-07-19 13:19:53
455,2016-07-19 13:23:06
512,2016-07-19 13:26:30
447,2016-07-19 13:31:03
879,2016-07-19 13:32:14
785,2016-07-19 13:32:17
1469,2016-07-19 13:32:48
1842,2016-07-19 13:34:58
952,2016-07-19 13:35:06
614,2016-07-19 13:38:10
568,2016-07-19 13:41:49
449,2016-07-19 13:45:14
529,2016-07-19 13:45:18
311,2016-07-19 13:45:34
374,2016-07-19 13:47:53
661,2016-07-19 13:50:38
411,2016-07-19 13:50:38
585,2016-07-19 13:51:24
374,2016-07-19 13:51:52
503,2016-07-19 13:51:55
597,2016-07-19 13:52:01
399,2016-07-19 13:52:01
615,2016-07-19 13:52:54
418,2016-07-19 13:52:54
586,2016-07-19 13:53:17
587,2016-07-19 13:53:20
438,2016-07-19 13:53:22
596,2016-07-19 13:53:24
400,2016-07-19 13:53:24
599,2016-07-19 13:53:59
541,2016-07-19 13:53:59
891,2016-07-19 13:54:34
1167,2016-07-19 13:54:44
1384,2016-07-19 13:54:44
659,2016-07-19 13:56:00
478,2016-07-19 13:56:00
774,2016-07-19 13:56:42
1482,2016-07-19 13:56:43
321,2016-07-19 13:57:01
1771,2016-07-19 14:00:50
1863,2016-07-19 14:00:50
561,2016-07-19 14:01:29
677,2016-07-19 14:02:42
684,2016-07-19 14:02:42
550,2016-07-19 14:02:43
463,2016-07-19 14:07:38
626,2016-07-19 14:10:11
401,2016-07-19 14:15:31
580,2016-07-19 14:17:23
592,2016-07-19 14:17:43
605,2016-07-19 14:17:56
569,2016-07-19 14:17:59
360,2016-07-19 14:17:59
359,2016-07-19 14:18:16
579,2016-07-19 14:18:44
578,2016-07-19 14:19:24
646,2016-07-19 14:19:42
563,2016-07-19 14:19:59
579,2016-07-19 14:20:38
584,2016-07-19 14:21:25
581,2016-07-19 14:21:59
577,2016-07-19 14:22:15
583,2016-07-19 14:23:13
358,2016-07-19 14:23:26
598,2016-07-19 14:23:39
766,2016-07-19 14:24:09
585,2016-07-19 14:24:31
592,2016-07-19 14:24:47
1207,2016-07-19 14:25:26
424,2016-07-19 14:26:01
583,2016-07-19 14:26:19
502,2016-07-19 14:27:18
579,2016-07-19 14:27:22
987,2016-07-19 14:27:26
761,2016-07-19 14:27:38
844,2016-07-19 14:27:42
457,2016-07-19 14:27:44
1046,2016-07-19 14:27:46
1195,2016-07-19 14:27:56
1009,2016-07-19 14:28:24
1405,2016-07-19 14:29:19
386,2016-07-19 14:29:36
442,2016-07-19 14:29:52
397,2016-07-19 14:30:07
387,2016-07-19 14:30:22
392,2016-07-19 14:30:39
393,2016-07-19 14:30:55
394,2016-07-19 14:31:40
375,2016-07-19 14:31:57
393,2016-07-19 14:32:23
392,2016-07-19 14:32:39
578,2016-07-19 14:32:57
574,2016-07-19 14:33:01
412,2016-07-19 14:33:43
574,2016-07-19 14:34:55
380,2016-07-19 14:35:11
401,2016-07-19 14:35:49
318,2016-07-19 14:35:53
280,2016-07-19 14:35:54
572,2016-07-19 14:36:18
559,2016-07-19 14:36:21
310,2016-07-19 14:36:25
274,2016-07-19 14:36:27
574,2016-07-19 14:36:36
597,2016-07-19 14:37:15
583,2016-07-19 14:37:26
582,2016-07-19 14:37:45
570,2016-07-19 14:38:20
608,2016-07-19 14:38:22
564,2016-07-19 14:38:54
568,2016-07-19 14:39:03
607,2016-07-19 14:39:43
578,2016-07-19 14:39:43
571,2016-07-19 14:39:55
380,2016-07-19 14:39:55
592,2016-07-19 14:40:27
582,2016-07-19 14:40:54
588,2016-07-19 14:41:09
571,2016-07-19 14:41:23
691,2016-07-19 14:41:29
549,2016-07-19 14:41:29
699,2016-07-19 14:41:35
1316,2016-07-19 14:41:57
1660,2016-07-19 14:42:09
694,2016-07-19 14:42:18
697,2016-07-19 14:42:19
317,2016-07-19 14:42:24
611,2016-07-19 14:42:25
1504,2016-07-19 14:42:29
586,2016-07-19 14:42:50
581,2016-07-19 14:43:06
919,2016-07-19 14:43:35
866,2016-07-19 14:44:08
641,2016-07-19 14:44:55
585,2016-07-19 14:45:11
617,2016-07-19 14:45:29
388,2016-07-19 14:46:32
393,2016-07-19 14:48:24
460,2016-07-19 14:49:46
582,2016-07-19 14:50:02
395,2016-07-19 14:50:16
268,2016-07-19 14:50:46
562,2016-07-19 14:50:57
335,2016-07-19 14:50:59
467,2016-07-19 14:53:46
600,2016-07-19 14:54:45
400,2016-07-19 14:54:45
370,2016-07-19 15:01:54
393,2016-07-19 15:01:56
580,2016-07-19 15:04:12
790,2016-07-19 15:04:12
610,2016-07-19 15:04:30
600,2016-07-19 15:04:58
403,2016-07-19 15:04:58
601,2016-07-19 15:05:30
442,2016-07-19 15:05:30
651,2016-07-19 15:07:38
389,2016-07-19 15:07:38
629,2016-07-19 15:08:27
421,2016-07-19 15:08:27
415,2016-07-19 15:09:24
672,2016-07-19 15:09:24
555,2016-07-19 15:10:47
576,2016-07-19 15:12:43
473,2016-07-19 15:12:47
359,2016-07-19 15:14:14
401,2016-07-19 15:21:39
477,2016-07-19 15:21:44
621,2016-07-19 15:23:55
579,2016-07-19 15:24:16
574,2016-07-19 15:24:27
601,2016-07-19 15:25:43
403,2016-07-19 15:25:43
624,2016-07-19 15:26:00
622,2016-07-19 15:26:25
626,2016-07-19 15:26:44
614,2016-07-19 15:27:38
405,2016-07-19 15:27:38
623,2016-07-19 15:27:58
625,2016-07-19 15:28:28
641,2016-07-19 15:28:52
627,2016-07-19 15:29:16
419,2016-07-19 15:29:16
625,2016-07-19 15:29:20
672,2016-07-19 15:30:05
432,2016-07-19 15:30:05
602,2016-07-19 15:30:20
585,2016-07-19 15:30:34
1339,2016-07-19 15:31:48
404,2016-07-19 15:32:41
638,2016-07-19 15:32:41
1020,2016-07-19 15:33:35
