Page Load Speed (ms),Time
440,2016-07-11 15:59:24
354,2016-07-11 15:59:24
487,2016-07-11 15:59:27
529,2016-07-11 15:59:57
807,2016-07-11 15:59:59
696,2016-07-11 16:00:02
1280,2016-07-11 16:00:05
3945,2016-07-11 16:00:22
1084,2016-07-11 16:00:40
519,2016-07-11 16:00:42
1482,2016-07-11 16:00:57
386,2016-07-11 16:00:59
329,2016-07-11 16:01:21
1209,2016-07-11 16:02:02
3820,2016-07-11 16:02:39
740,2016-07-11 16:02:44
776,2016-07-11 16:02:49
1266,2016-07-11 16:02:49
1439,2016-07-11 16:04:02
544,2016-07-11 16:04:04
1757,2016-07-11 16:04:28
346,2016-07-11 16:04:29
449,2016-07-11 16:04:33
754,2016-07-11 16:04:39
773,2016-07-11 16:04:41
1202,2016-07-11 16:05:27
409,2016-07-11 16:05:35
718,2016-07-11 16:05:39
716,2016-07-11 16:06:03
1277,2016-07-11 16:06:36
538,2016-07-11 16:06:41
440,2016-07-11 16:06:43
271,2016-07-11 16:06:46
400,2016-07-11 16:06:48
1843,2016-07-11 16:07:02
873,2016-07-11 16:07:22
693,2016-07-11 16:07:25
767,2016-07-11 16:07:25
561,2016-07-11 16:07:27
379,2016-07-11 16:07:28
367,2016-07-11 16:07:29
216,2016-07-11 16:07:38
343,2016-07-11 16:07:43
939,2016-07-11 16:07:53
1432,2016-07-11 16:08:14
1828,2016-07-11 16:08:16
1380,2016-07-11 16:08:20
327,2016-07-11 16:08:25
998,2016-07-11 16:09:44
648,2016-07-11 16:17:16
1213,2016-07-11 16:18:06
1746,2016-07-11 16:18:29
564,2016-07-11 16:23:17
621,2016-07-11 16:23:23
627,2016-07-11 16:23:23
542,2016-07-11 16:23:39
446,2016-07-11 16:23:56
573,2016-07-11 16:25:42
358,2016-07-11 16:25:42
443,2016-07-11 16:26:09
367,2016-07-11 16:33:11
272,2016-07-11 16:33:17
552,2016-07-11 16:43:03
630,2016-07-11 16:43:03
447,2016-07-11 16:43:06
234,2016-07-11 16:43:38
269,2016-07-11 16:43:43
365,2016-07-11 16:43:46
420,2016-07-11 16:43:52
208,2016-07-11 16:44:22
1057,2016-07-11 16:45:38
317,2016-07-11 16:46:46
2141,2016-07-11 16:51:42
771,2016-07-11 16:51:44
910,2016-07-11 16:51:44
762,2016-07-11 16:51:50
286,2016-07-11 16:52:13
271,2016-07-11 16:52:15
394,2016-07-11 16:52:20
298,2016-07-11 16:57:09
339,2016-07-11 16:57:10
521,2016-07-12 07:48:16
511,2016-07-12 07:48:16
282,2016-07-12 07:48:21
675,2016-07-12 08:22:39
486,2016-07-12 08:22:42
649,2016-07-12 08:22:45
329,2016-07-12 08:22:48
607,2016-07-12 08:30:35
616,2016-07-12 08:30:35
267,2016-07-12 08:30:56
452,2016-07-12 08:31:22
585,2016-07-12 08:46:12
582,2016-07-12 08:50:49
413,2016-07-12 08:58:33
365,2016-07-12 08:58:36
460,2016-07-12 08:58:46
296,2016-07-12 08:58:51
327,2016-07-12 08:58:56
443,2016-07-12 08:59:14
281,2016-07-12 08:59:19
562,2016-07-12 09:03:00
590,2016-07-12 09:05:05
1457,2016-07-12 09:08:06
1995,2016-07-12 09:08:06
943,2016-07-12 09:08:09
295,2016-07-12 09:08:13
739,2016-07-12 09:08:46
687,2016-07-12 09:13:29
611,2016-07-12 09:17:12
586,2016-07-12 09:17:27
603,2016-07-12 09:19:55
596,2016-07-12 09:22:10
680,2016-07-12 09:23:13
589,2016-07-12 09:26:18
604,2016-07-12 09:29:05
603,2016-07-12 09:29:05
577,2016-07-12 09:29:35
539,2016-07-12 09:29:40
423,2016-07-12 09:29:42
363,2016-07-12 09:31:04
465,2016-07-12 09:31:07
294,2016-07-12 09:31:10
586,2016-07-12 09:31:25
265,2016-07-12 09:32:12
584,2016-07-12 09:32:28
542,2016-07-12 09:32:28
579,2016-07-12 09:32:35
282,2016-07-12 09:32:51
334,2016-07-12 09:33:15
574,2016-07-12 09:33:22
265,2016-07-12 09:33:23
514,2016-07-12 09:34:34
589,2016-07-12 09:35:05
324,2016-07-12 09:35:14
336,2016-07-12 09:35:49
496,2016-07-12 09:37:30
515,2016-07-12 09:38:13
514,2016-07-12 09:39:39
517,2016-07-12 09:40:28
461,2016-07-12 09:40:31
578,2016-07-12 09:40:55
502,2016-07-12 09:41:06
428,2016-07-12 09:41:09
559,2016-07-12 09:41:19
318,2016-07-12 09:41:20
475,2016-07-12 09:41:22
284,2016-07-12 09:41:23
366,2016-07-12 09:41:37
384,2016-07-12 09:41:40
381,2016-07-12 09:41:41
561,2016-07-12 09:42:10
235,2016-07-12 09:42:11
439,2016-07-12 09:42:13
557,2016-07-12 09:42:51
526,2016-07-12 09:43:23
428,2016-07-12 09:43:29
231,2016-07-12 09:43:34
278,2016-07-12 09:43:36
344,2016-07-12 09:43:43
344,2016-07-12 09:43:48
602,2016-07-12 09:43:51
5271,2016-07-12 09:44:07
972,2016-07-12 09:44:36
644,2016-07-12 09:45:00
525,2016-07-12 09:45:01
621,2016-07-12 09:45:19
479,2016-07-12 09:46:20
480,2016-07-12 09:46:20
1152,2016-07-12 09:46:37
774,2016-07-12 09:47:45
573,2016-07-12 09:47:48
575,2016-07-12 09:50:11
235,2016-07-12 09:50:21
551,2016-07-12 09:50:39
423,2016-07-12 09:50:43
456,2016-07-12 09:51:07
544,2016-07-12 09:51:08
236,2016-07-12 09:51:11
436,2016-07-12 09:51:14
380,2016-07-12 09:51:33
329,2016-07-12 09:51:54
232,2016-07-12 09:51:56
443,2016-07-12 09:51:58
519,2016-07-12 09:52:18
424,2016-07-12 09:52:21
579,2016-07-12 09:52:38
593,2016-07-12 09:54:27
361,2016-07-12 09:58:37
565,2016-07-12 09:59:24
572,2016-07-12 09:59:24
228,2016-07-12 09:59:26
316,2016-07-12 09:59:30
553,2016-07-12 10:00:41
1292,2016-07-12 10:01:30
580,2016-07-12 10:01:49
588,2016-07-12 10:04:45
516,2016-07-12 10:08:32
570,2016-07-12 10:10:44
582,2016-07-12 10:13:08
435,2016-07-12 10:17:59
688,2016-07-12 10:18:07
601,2016-07-12 10:18:38
1140,2016-07-12 10:19:28
370,2016-07-12 10:19:39
520,2016-07-12 10:21:39
459,2016-07-12 10:21:45
278,2016-07-12 10:21:49
1384,2016-07-12 10:22:15
814,2016-07-12 10:22:15
783,2016-07-12 10:22:15
695,2016-07-12 10:24:27
598,2016-07-12 10:24:53
399,2016-07-12 10:24:53
630,2016-07-12 10:25:35
688,2016-07-12 10:25:35
591,2016-07-12 10:25:42
804,2016-07-12 10:25:43
631,2016-07-12 10:26:44
401,2016-07-12 10:27:15
585,2016-07-12 10:27:34
581,2016-07-12 10:27:34
577,2016-07-12 10:27:49
577,2016-07-12 10:28:20
517,2016-07-12 10:28:24
590,2016-07-12 10:29:59
600,2016-07-12 10:29:59
277,2016-07-12 10:30:10
238,2016-07-12 10:30:17
679,2016-07-12 10:30:25
335,2016-07-12 10:30:38
379,2016-07-12 10:30:42
376,2016-07-12 10:30:48
231,2016-07-12 10:31:07
221,2016-07-12 10:31:20
580,2016-07-12 10:32:15
579,2016-07-12 10:32:54
574,2016-07-12 10:33:05
235,2016-07-12 10:33:26
585,2016-07-12 10:34:04
693,2016-07-12 10:34:33
517,2016-07-12 10:35:38
415,2016-07-12 10:35:42
433,2016-07-12 10:35:42
568,2016-07-12 10:36:37
817,2016-07-12 10:39:11
310,2016-07-12 10:39:46
1215,2016-07-12 10:39:51
862,2016-07-12 10:39:53
641,2016-07-12 10:39:56
716,2016-07-12 10:40:05
1213,2016-07-12 10:40:06
423,2016-07-12 10:40:28
338,2016-07-12 10:40:30
271,2016-07-12 10:40:53
573,2016-07-12 10:41:16
272,2016-07-12 10:41:19
457,2016-07-12 10:41:23
232,2016-07-12 10:41:28
217,2016-07-12 10:41:30
587,2016-07-12 10:41:35
584,2016-07-12 10:42:15
581,2016-07-12 10:43:41
1209,2016-07-12 10:43:52
774,2016-07-12 10:44:13
698,2016-07-12 10:44:13
1301,2016-07-12 10:44:30
631,2016-07-12 10:44:56
575,2016-07-12 10:44:59
245,2016-07-12 10:45:20
587,2016-07-12 10:45:27
768,2016-07-12 10:47:07
581,2016-07-12 10:47:57
299,2016-07-12 10:48:14
469,2016-07-12 10:48:42
572,2016-07-12 10:49:30
771,2016-07-12 10:49:34
515,2016-07-12 10:50:07
428,2016-07-12 10:50:09
1523,2016-07-12 10:52:10
1683,2016-07-12 10:52:11
996,2016-07-12 10:54:02
631,2016-07-12 10:54:47
1011,2016-07-12 10:55:17
863,2016-07-12 10:55:17
327,2016-07-12 10:55:35
363,2016-07-12 10:55:35
625,2016-07-12 10:55:35
2883,2016-07-12 10:56:52
955,2016-07-12 10:57:40
1663,2016-07-12 10:57:59
1293,2016-07-12 10:58:21
1098,2016-07-12 10:59:23
7428,2016-07-12 10:59:27
1066,2016-07-12 11:00:00
740,2016-07-12 11:00:47
512,2016-07-12 11:00:50
359,2016-07-12 11:00:52
1026,2016-07-12 11:01:25
876,2016-07-12 11:01:45
387,2016-07-12 11:01:47
833,2016-07-12 11:01:56
489,2016-07-12 11:02:00
697,2016-07-12 11:03:18
268,2016-07-12 11:03:25
1010,2016-07-12 11:03:51
565,2016-07-12 11:04:13
665,2016-07-12 11:04:17
332,2016-07-12 11:05:32
1355,2016-07-12 11:07:33
1079,2016-07-12 11:07:59
420,2016-07-12 11:08:00
610,2016-07-12 11:08:00
518,2016-07-12 11:08:03
255,2016-07-12 11:08:28
450,2016-07-12 11:08:33
731,2016-07-12 11:08:35
394,2016-07-12 11:08:42
586,2016-07-12 11:09:24
516,2016-07-12 11:09:40
423,2016-07-12 11:09:55
575,2016-07-12 11:10:01
659,2016-07-12 11:11:11
377,2016-07-12 11:12:31
417,2016-07-12 11:14:06
638,2016-07-12 11:15:45
468,2016-07-12 11:15:47
1418,2016-07-12 11:16:36
987,2016-07-12 11:17:21
644,2016-07-12 11:17:45
569,2016-07-12 11:17:54
4319,2016-07-12 11:19:29
4623,2016-07-12 11:19:29
4085,2016-07-12 11:19:29
2207,2016-07-12 11:19:30
1951,2016-07-12 11:19:30
1132,2016-07-12 11:19:30
1140,2016-07-12 11:19:30
1095,2016-07-12 11:19:30
1238,2016-07-12 11:19:45
896,2016-07-12 11:20:31
2353,2016-07-12 11:21:01
860,2016-07-12 11:21:04
866,2016-07-12 11:21:04
581,2016-07-12 11:21:51
933,2016-07-12 11:21:56
508,2016-07-12 11:23:16
312,2016-07-12 11:23:22
1001,2016-07-12 11:23:49
2036,2016-07-12 11:24:13
1688,2016-07-12 11:24:17
787,2016-07-12 11:24:46
1014,2016-07-12 11:24:46
560,2016-07-12 11:24:48
476,2016-07-12 11:25:05
374,2016-07-12 11:25:05
527,2016-07-12 11:25:06
583,2016-07-12 11:25:09
288,2016-07-12 11:25:12
520,2016-07-12 11:25:35
265,2016-07-12 11:25:36
929,2016-07-12 11:26:11
638,2016-07-12 11:26:13
343,2016-07-12 11:26:16
438,2016-07-12 11:27:28
1146,2016-07-12 11:27:34
840,2016-07-12 11:27:36
2069,2016-07-12 11:27:40
1247,2016-07-12 11:27:43
806,2016-07-12 11:27:48
575,2016-07-12 11:28:03
577,2016-07-12 11:28:18
1909,2016-07-12 11:28:46
506,2016-07-12 11:29:52
342,2016-07-12 11:30:24
303,2016-07-12 11:30:32
1353,2016-07-12 11:31:03
903,2016-07-12 11:31:06
1628,2016-07-12 11:31:20
1073,2016-07-12 11:31:29
675,2016-07-12 11:31:37
706,2016-07-12 11:31:39
321,2016-07-12 11:31:40
323,2016-07-12 11:31:41
393,2016-07-12 11:33:59
377,2016-07-12 11:34:17
364,2016-07-12 11:34:17
414,2016-07-12 11:34:33
620,2016-07-12 11:34:52
626,2016-07-12 11:34:52
374,2016-07-12 11:34:52
488,2016-07-12 11:34:53
513,2016-07-12 11:35:57
270,2016-07-12 11:35:59
525,2016-07-12 11:36:23
266,2016-07-12 11:36:25
579,2016-07-12 11:36:36
562,2016-07-12 11:36:45
1674,2016-07-12 11:37:07
273,2016-07-12 11:37:08
568,2016-07-12 11:37:11
603,2016-07-12 11:37:35
989,2016-07-12 11:37:37
1454,2016-07-12 11:37:47
570,2016-07-12 11:38:21
271,2016-07-12 11:38:34
357,2016-07-12 11:38:40
353,2016-07-12 11:38:49
584,2016-07-12 11:39:04
611,2016-07-12 11:39:06
1184,2016-07-12 11:39:13
1618,2016-07-12 11:39:23
606,2016-07-12 11:40:12
1330,2016-07-12 11:40:24
2439,2016-07-12 11:40:26
784,2016-07-12 11:40:29
1268,2016-07-12 11:40:35
316,2016-07-12 11:41:29
1933,2016-07-12 11:41:43
672,2016-07-12 11:41:58
768,2016-07-12 11:42:09
976,2016-07-12 11:43:05
978,2016-07-12 11:44:37
954,2016-07-12 11:44:37
1753,2016-07-12 11:44:37
435,2016-07-12 11:44:55
685,2016-07-12 11:45:04
281,2016-07-12 11:45:16
641,2016-07-12 11:46:56
1678,2016-07-12 11:46:57
1294,2016-07-12 11:46:57
394,2016-07-12 11:47:32
588,2016-07-12 11:48:09
586,2016-07-12 11:48:09
598,2016-07-12 11:48:17
444,2016-07-12 11:48:18
1001,2016-07-12 11:50:05
588,2016-07-12 11:51:05
585,2016-07-12 11:51:22
591,2016-07-12 11:51:40
421,2016-07-12 11:51:54
2935,2016-07-12 11:52:16
2834,2016-07-12 11:52:16
377,2016-07-12 11:53:36
568,2016-07-12 11:53:36
337,2016-07-12 11:54:24
581,2016-07-12 11:56:09
645,2016-07-12 11:56:24
727,2016-07-12 11:59:32
472,2016-07-12 11:59:34
364,2016-07-12 12:00:59
427,2016-07-12 12:00:59
465,2016-07-12 12:03:39
849,2016-07-12 12:04:59
551,2016-07-12 12:04:59
1016,2016-07-12 12:09:51
2307,2016-07-12 12:09:52
636,2016-07-12 12:14:15
279,2016-07-12 12:14:15
370,2016-07-12 12:15:17
422,2016-07-12 12:15:30
249,2016-07-12 12:15:46
264,2016-07-12 12:16:02
386,2016-07-12 12:16:09
372,2016-07-12 12:16:09
397,2016-07-12 12:19:22
376,2016-07-12 12:19:22
233,2016-07-12 12:22:17
416,2016-07-12 12:22:17
281,2016-07-12 12:22:21
1606,2016-07-12 12:23:36
614,2016-07-12 12:24:41
447,2016-07-12 12:24:58
651,2016-07-12 12:30:56
296,2016-07-12 12:30:59
888,2016-07-12 12:32:51
810,2016-07-12 12:32:51
761,2016-07-12 12:33:07
376,2016-07-12 12:34:29
758,2016-07-12 12:35:47
1374,2016-07-12 12:35:56
850,2016-07-12 12:35:58
436,2016-07-12 12:36:01
1230,2016-07-12 12:36:56
642,2016-07-12 12:39:19
334,2016-07-12 12:39:20
1258,2016-07-12 12:41:20
420,2016-07-12 12:41:40
641,2016-07-12 12:42:07
403,2016-07-12 12:42:10
500,2016-07-12 12:42:11
269,2016-07-12 12:42:16
330,2016-07-12 12:42:16
646,2016-07-12 12:42:44
1660,2016-07-12 12:42:47
1129,2016-07-12 12:42:50
1233,2016-07-12 12:43:14
1041,2016-07-12 12:43:44
693,2016-07-12 12:43:49
522,2016-07-12 12:44:10
433,2016-07-12 12:44:12
273,2016-07-12 12:44:17
530,2016-07-12 12:44:42
425,2016-07-12 12:44:44
238,2016-07-12 12:44:46
270,2016-07-12 12:44:49
343,2016-07-12 12:44:58
551,2016-07-12 12:45:17
275,2016-07-12 12:45:22
510,2016-07-12 12:45:46
288,2016-07-12 12:45:51
519,2016-07-12 12:46:57
1127,2016-07-12 12:47:09
428,2016-07-12 12:47:12
612,2016-07-12 12:47:15
454,2016-07-12 12:47:15
557,2016-07-12 12:51:03
539,2016-07-12 12:51:32
578,2016-07-12 12:52:04
382,2016-07-12 12:52:04
587,2016-07-12 12:56:06
583,2016-07-12 12:59:10
2323,2016-07-12 13:00:33
583,2016-07-12 13:00:54
1124,2016-07-12 13:02:51
826,2016-07-12 13:02:51
569,2016-07-12 13:04:40
427,2016-07-12 13:04:43
580,2016-07-12 13:04:48
521,2016-07-12 13:05:07
422,2016-07-12 13:05:10
336,2016-07-12 13:05:46
572,2016-07-12 13:08:37
569,2016-07-12 13:08:37
233,2016-07-12 13:08:40
267,2016-07-12 13:08:45
224,2016-07-12 13:08:55
500,2016-07-12 13:10:59
517,2016-07-12 13:11:25
278,2016-07-12 13:11:32
609,2016-07-12 13:14:08
626,2016-07-12 13:14:08
403,2016-07-12 13:14:08
402,2016-07-12 13:14:08
945,2016-07-12 13:15:01
589,2016-07-12 13:15:56
604,2016-07-12 13:19:05
541,2016-07-12 13:19:05
420,2016-07-12 13:19:07
193,2016-07-12 13:19:11
273,2016-07-12 13:19:12
336,2016-07-12 13:19:17
669,2016-07-12 13:20:05
642,2016-07-12 13:22:50
353,2016-07-12 13:22:52
301,2016-07-12 13:23:00
262,2016-07-12 13:23:02
503,2016-07-12 13:23:03
582,2016-07-12 13:23:10
566,2016-07-12 13:25:25
556,2016-07-12 13:26:24
561,2016-07-12 13:27:21
563,2016-07-12 13:29:29
565,2016-07-12 13:30:21
551,2016-07-12 13:30:22
405,2016-07-12 13:30:24
372,2016-07-12 13:30:42
297,2016-07-12 13:30:45
201,2016-07-12 13:30:46
441,2016-07-12 13:30:52
486,2016-07-12 13:30:54
246,2016-07-12 13:31:02
261,2016-07-12 13:31:23
534,2016-07-12 13:32:08
312,2016-07-12 13:32:09
547,2016-07-12 13:32:52
388,2016-07-12 13:32:54
557,2016-07-12 13:35:11
383,2016-07-12 13:35:13
361,2016-07-12 13:35:24
374,2016-07-12 13:35:42
386,2016-07-12 13:35:58
298,2016-07-12 13:36:09
384,2016-07-12 13:36:12
373,2016-07-12 13:36:12
358,2016-07-12 13:36:12
377,2016-07-12 13:36:15
567,2016-07-12 13:36:32
417,2016-07-12 13:36:59
585,2016-07-12 13:37:21
362,2016-07-12 13:37:25
501,2016-07-12 13:37:26
419,2016-07-12 13:37:30
575,2016-07-12 13:37:42
468,2016-07-12 13:37:43
565,2016-07-12 13:38:35
320,2016-07-12 13:38:41
571,2016-07-12 13:39:04
565,2016-07-12 13:39:16
406,2016-07-12 13:39:20
307,2016-07-12 13:39:25
568,2016-07-12 13:40:29
564,2016-07-12 13:41:00
581,2016-07-12 13:41:43
386,2016-07-12 13:42:18
409,2016-07-12 13:42:20
271,2016-07-12 13:42:33
314,2016-07-12 13:42:36
381,2016-07-12 13:42:42
411,2016-07-12 13:42:52
562,2016-07-12 13:43:05
578,2016-07-12 13:44:08
306,2016-07-12 13:44:28
333,2016-07-12 13:44:39
408,2016-07-12 13:44:41
569,2016-07-12 13:44:47
242,2016-07-12 13:44:51
597,2016-07-12 13:46:14
635,2016-07-12 13:47:35
568,2016-07-12 13:49:06
355,2016-07-12 13:49:06
576,2016-07-12 13:49:42
264,2016-07-12 13:50:01
554,2016-07-12 13:50:43
260,2016-07-12 13:51:34
357,2016-07-12 13:52:31
421,2016-07-12 13:52:53
566,2016-07-12 13:53:37
362,2016-07-12 13:54:02
364,2016-07-12 13:55:05
274,2016-07-12 13:56:20
1344,2016-07-12 13:58:01
556,2016-07-12 13:58:13
290,2016-07-12 13:58:13
652,2016-07-12 14:07:23
583,2016-07-12 14:09:14
587,2016-07-12 14:10:38
582,2016-07-12 14:11:51
560,2016-07-12 14:12:30
394,2016-07-12 14:12:47
365,2016-07-12 14:14:57
428,2016-07-12 14:15:33
238,2016-07-12 14:15:33
549,2016-07-12 14:17:03
427,2016-07-12 14:17:14
410,2016-07-12 14:17:31
378,2016-07-12 14:17:46
456,2016-07-12 14:19:28
1046,2016-07-12 14:19:56
1200,2016-07-12 14:20:04
1642,2016-07-12 14:20:13
1675,2016-07-12 14:20:18
941,2016-07-12 14:20:22
314,2016-07-12 14:20:32
618,2016-07-12 14:21:05
432,2016-07-12 14:22:05
1194,2016-07-12 14:22:17
1202,2016-07-12 14:22:32
1017,2016-07-12 14:22:32
432,2016-07-12 14:22:47
429,2016-07-12 14:23:00
1310,2016-07-12 14:23:44
374,2016-07-12 14:24:03
615,2016-07-12 14:25:36
586,2016-07-12 14:25:40
434,2016-07-12 14:25:48
426,2016-07-12 14:26:58
565,2016-07-12 14:27:40
578,2016-07-12 14:27:44
426,2016-07-12 14:27:57
218,2016-07-12 14:27:57
883,2016-07-12 14:28:23
656,2016-07-12 14:28:30
1204,2016-07-12 14:28:57
650,2016-07-12 14:29:24
1912,2016-07-12 14:30:13
1075,2016-07-12 14:31:27
365,2016-07-12 14:31:30
615,2016-07-12 14:32:05
394,2016-07-12 14:32:57
572,2016-07-12 14:32:59
602,2016-07-12 14:33:54
633,2016-07-12 14:33:54
400,2016-07-12 14:33:58
688,2016-07-12 14:35:11
592,2016-07-12 14:35:27
378,2016-07-12 14:40:40
381,2016-07-12 14:41:36
509,2016-07-12 14:42:41
254,2016-07-12 14:43:33
433,2016-07-12 14:43:44
698,2016-07-12 14:43:50
1218,2016-07-12 14:44:01
736,2016-07-12 14:44:14
1330,2016-07-12 14:44:51
1398,2016-07-12 14:45:07
697,2016-07-12 14:45:56
648,2016-07-12 14:46:25
1438,2016-07-12 14:47:19
2221,2016-07-12 14:48:10
4214,2016-07-12 14:48:12
1223,2016-07-12 14:48:13
427,2016-07-12 14:49:27
360,2016-07-12 14:49:29
385,2016-07-12 14:49:50
1137,2016-07-12 14:50:08
866,2016-07-12 14:50:26
497,2016-07-12 14:50:46
1375,2016-07-12 14:50:57
1507,2016-07-12 14:50:59
625,2016-07-12 14:51:36
601,2016-07-12 14:52:18
587,2016-07-12 14:53:09
635,2016-07-12 14:53:15
560,2016-07-12 14:53:42
440,2016-07-12 14:55:28
571,2016-07-12 14:55:37
519,2016-07-12 14:57:14
257,2016-07-12 14:58:34
567,2016-07-12 14:58:50
565,2016-07-12 15:01:11
581,2016-07-12 15:01:59
447,2016-07-12 15:02:17
228,2016-07-12 15:02:17
619,2016-07-12 15:04:29
457,2016-07-12 15:05:05
605,2016-07-12 15:05:20
1107,2016-07-12 15:06:14
1078,2016-07-12 15:06:55
488,2016-07-12 15:07:13
1189,2016-07-12 15:07:26
744,2016-07-12 15:08:15
504,2016-07-12 15:09:29
762,2016-07-12 15:10:15
1034,2016-07-12 15:11:02
1130,2016-07-12 15:11:22
443,2016-07-12 15:12:15
389,2016-07-12 15:13:19
613,2016-07-12 15:13:23
362,2016-07-12 15:13:23
872,2016-07-12 15:13:37
446,2016-07-12 15:19:53
332,2016-07-12 15:24:39
762,2016-07-12 15:25:13
1881,2016-07-12 15:25:26
654,2016-07-12 15:28:35
2112,2016-07-12 15:33:54
559,2016-07-12 15:35:55
541,2016-07-12 15:36:45
427,2016-07-12 15:36:59
364,2016-07-12 15:38:37
601,2016-07-12 15:38:54
1141,2016-07-12 15:39:26
918,2016-07-12 15:41:23
602,2016-07-12 15:43:30
635,2016-07-12 15:44:09
645,2016-07-12 15:55:36
587,2016-07-12 15:55:47
380,2016-07-12 15:55:47
1064,2016-07-12 15:56:14
599,2016-07-12 15:56:15
560,2016-07-12 15:56:15
967,2016-07-12 15:56:16
378,2016-07-12 15:56:19
360,2016-07-12 15:56:26
2855,2016-07-12 15:56:40
2005,2016-07-12 15:56:52
594,2016-07-12 15:57:54
1128,2016-07-12 15:58:13
576,2016-07-12 15:59:40
586,2016-07-12 15:59:41
569,2016-07-12 15:59:41
328,2016-07-12 15:59:43
326,2016-07-12 15:59:49
874,2016-07-12 15:59:54
2085,2016-07-12 16:00:05
2022,2016-07-12 16:00:05
1724,2016-07-12 16:00:05
1944,2016-07-12 16:00:06
1586,2016-07-12 16:00:06
782,2016-07-12 16:00:08
1485,2016-07-12 16:00:14
3227,2016-07-12 16:00:21
2174,2016-07-12 16:00:35
690,2016-07-12 16:00:43
4485,2016-07-12 16:01:14
1283,2016-07-12 16:01:19
1257,2016-07-12 16:02:59
942,2016-07-12 16:03:40
421,2016-07-12 16:03:42
571,2016-07-12 16:03:45
308,2016-07-12 16:03:46
331,2016-07-12 16:03:49
715,2016-07-12 16:03:51
576,2016-07-12 16:04:22
1520,2016-07-12 16:04:31
1096,2016-07-12 16:04:31
821,2016-07-12 16:04:31
557,2016-07-12 16:04:31
329,2016-07-12 16:04:33
350,2016-07-12 16:04:37
987,2016-07-12 16:04:43
846,2016-07-12 16:04:50
1094,2016-07-12 16:05:59
352,2016-07-12 16:06:48
481,2016-07-12 16:06:53
757,2016-07-12 16:07:01
753,2016-07-12 16:07:01
1330,2016-07-12 16:07:02
1076,2016-07-12 16:07:02
757,2016-07-12 16:07:04
586,2016-07-12 16:07:09
2278,2016-07-12 16:07:18
460,2016-07-12 16:07:19
679,2016-07-12 16:07:25
914,2016-07-12 16:07:32
659,2016-07-12 16:07:32
666,2016-07-12 16:07:33
208,2016-07-12 16:07:34
440,2016-07-12 16:07:34
1030,2016-07-12 16:07:39
827,2016-07-12 16:07:45
505,2016-07-12 16:08:32
609,2016-07-12 16:09:46
1235,2016-07-12 16:10:20
501,2016-07-12 16:13:22
473,2016-07-12 16:13:24
744,2016-07-12 16:13:29
327,2016-07-12 16:13:32
341,2016-07-12 16:13:41
372,2016-07-12 16:13:57
1423,2016-07-12 16:15:10
828,2016-07-12 16:15:53
587,2016-07-12 16:17:35
569,2016-07-12 16:18:45
355,2016-07-12 16:19:04
371,2016-07-12 16:19:13
374,2016-07-12 16:19:13
470,2016-07-12 16:19:16
371,2016-07-12 16:19:26
377,2016-07-12 16:22:09
574,2016-07-12 16:22:51
489,2016-07-12 16:22:57
1746,2016-07-12 16:23:12
627,2016-07-12 16:24:12
2705,2016-07-12 16:24:49
1620,2016-07-12 16:25:09
2670,2016-07-12 16:25:51
1636,2016-07-12 16:26:05
972,2016-07-12 16:26:35
910,2016-07-12 16:26:43
459,2016-07-12 16:27:06
1600,2016-07-12 16:28:54
1487,2016-07-12 16:28:55
1887,2016-07-12 16:29:24
569,2016-07-12 16:29:28
606,2016-07-12 16:29:46
543,2016-07-12 16:29:59
314,2016-07-12 16:30:40
352,2016-07-12 16:30:51
562,2016-07-12 16:31:06
627,2016-07-12 16:32:46
360,2016-07-12 16:32:46
644,2016-07-12 16:35:47
564,2016-07-12 16:37:21
575,2016-07-12 16:38:53
1162,2016-07-12 16:41:19
1118,2016-07-12 16:41:30
597,2016-07-12 16:43:23
612,2016-07-12 16:43:53
1492,2016-07-12 16:44:36
1211,2016-07-12 16:44:37
879,2016-07-12 16:44:45
514,2016-07-12 16:46:26
300,2016-07-12 16:46:27
341,2016-07-12 16:46:30
330,2016-07-12 16:46:58
547,2016-07-12 16:47:59
574,2016-07-12 16:48:15
629,2016-07-12 16:49:36
362,2016-07-12 16:49:36
661,2016-07-12 16:53:17
400,2016-07-12 16:54:30
586,2016-07-12 16:56:30
568,2016-07-12 16:58:55
607,2016-07-12 17:00:32
473,2016-07-12 17:02:03
596,2016-07-12 17:02:39
450,2016-07-12 17:03:50
635,2016-07-12 17:04:34
572,2016-07-12 17:06:13
597,2016-07-12 17:06:35
383,2016-07-12 17:06:35
564,2016-07-12 17:09:02
523,2016-07-12 17:11:37
570,2016-07-12 17:12:33
619,2016-07-12 17:33:26
570,2016-07-12 17:36:33
363,2016-07-12 17:36:33
365,2016-07-12 17:36:59
359,2016-07-12 17:36:59
571,2016-07-12 17:43:02
469,2016-07-12 17:49:27
276,2016-07-12 17:49:32
363,2016-07-12 17:49:35
436,2016-07-12 17:49:46
580,2016-07-12 17:52:07
512,2016-07-12 17:53:52
524,2016-07-12 17:56:31
556,2016-07-12 17:58:26
562,2016-07-12 18:00:53
363,2016-07-12 18:00:54
471,2016-07-12 18:01:04
278,2016-07-12 18:01:23
340,2016-07-12 18:01:38
516,2016-07-12 18:03:12
368,2016-07-12 18:24:14
356,2016-07-12 18:24:14
365,2016-07-12 18:28:30
356,2016-07-12 18:28:31
370,2016-07-12 18:33:12
